id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
194,COH,MARc1,LATc,LATc,LATc,LATc,Sc,Sc,Sc,Sc,Sc,LATc,LATc,Sc,Sc,Sc,Sc,LATc,LATc,Sc,LATc,LATc
896,S,S,S,S,S,S,S,LAT,LAT,LAT,COH,S,S,S,MAR,MARc1,MARc1,MARc1,MARc1,MARc2+,MARc2+,MARc2+
284,S,S,LAT,LAT,S,S,S,LAT,S,S,LAT,LAT,LAT,LAT,LAT,COH,COH,COH,Sc,Sc,Sc,Sc
886,LAT,S,LAT,LAT,S,S,LAT,LAT,LAT,LAT,S,S,S,LAT,COH,MARc1,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+
830,S,LAT,LAT,LAT,LAT,LAT,MAR,MARc1,MARc1,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+
933,COH,COH,COH,COH,COH,COH,COH,S,S,S,COH,COHc,COHc,COHc,COHc,Sc,Sc,Sc,LATc,Sc,Sc,Sc
543,S,S,S,S,S,S,LAT,LAT,COH,COH,COH,COH,COHc,COHc,COHc,MARc1,MARc1,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+
679,S,S,S,S,S,LAT,LAT,LAT,LAT,LAT,COH,COH,COH,COHc,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+
772,LAT,LAT,LAT,S,S,S,LAT,S,S,S,S,LAT,S,S,LAT,LAT,LAT,MAR,MAR,MAR,MAR,MAR
577,S,S,S,S,S,S,S,S,S,S,S,LAT,LAT,LAT,LAT,LAT,LAT,S,S,S,S,S
119,COH,COH,COH,COH,COH,COH,MAR,MAR,MAR,MAR,MAR,LAT,S,S,LAT,LAT,LAT,LAT,S,S,S,LAT
785,LAT,COH,COH,COHc,MARc1,MARc1,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+
724,S,S,S,S,S,S,S,LAT,LAT,COH,COH,MAR,MARc1,MARc1,MARc1,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+
273,LAT,COH,COH,COH,COH,MAR,MAR,MARc1,MARc1,MARc1,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+
958,S,S,S,S,S,S,LAT,LAT,LAT,LAT,LAT,COH,COH,COH,COHc,COHc,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+
213,S,S,LAT,LAT,LAT,LAT,COH,COH,MAR,MAR,MAR,MARc1,MARc1,MARc1,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+
369,LAT,S,LAT,LAT,LAT,COH,COH,MAR,MAR,MAR,MAR,MARc1,MARc1,MARc1,MARc1,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+,MARc2+
